ISO,index,Macroarea,Latitude,Longitude,Status_X_L,countryISO,num_speakers,country_population,Country_coord,cant_paises
kbv,568,Papunesia,-3.58333333333,141.0,0,"['IDN', 'PNG']",1200.0,"[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']",2
kbv,569,Papunesia,-3.55,141.033333333,0,"['IDN', 'PNG']",1200.0,"[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']",2
des,570,South America,0.833333333333,-69.8333333333,0,"['BRA', 'COL']",3400.0,"[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']",2
shg,571,Africa,-20.5,24.5,0,BWA,2000.0,2291661.0,Point(23.7 -22.2),1
der,572,Eurasia,26.0,90.25,0,IND,32400.0,1326093247.0,Point(83.0 22.8),1
dga,573,Africa,10.5,-2.66666666667,0,"['GHA', 'BFA']",1100000.0,"[26908262.0, 19193382.0]","['Point(-0.5 8.0)', 'Point(-2.066667 12.266667)']",2
dag,574,Africa,9.58333333333,-0.5,0,GHA,3160000.0,26908262.0,Point(-0.5 8.0),1
gsg,575,Eurasia,52.0,11.0,0,"['DEU', 'LUX']",80600.0,"[83149300.0, 626108.0]","['Point(10.0 51.0)', 'Point(6.13 49.77)']",2
doo,576,Africa,3.0,30.0,0,COD,12900.0,86790567.0,Point(23.656 -2.88),1
dta,577,Eurasia,48.0,124.0,0,CHN,96085.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
ing,578,North America,62.0,-160.0,0,USA,40.0,331449281.0,Point(-98.5795 39.828175),1
dsh,579,Africa,4.66666666667,36.3333333333,0,"['KEN', 'ETH', 'SSD']",60500.0,"[48468138.0, 104957438.0, 12575714.0]","['Point(38.0 0.1)', 'Point(40.0 9.0)', 'Point(30.0 7.0)']",3
bjy,580,Australia,-22.75,150.5,1,AUS,0.0,24511800.0,Point(137.0 -28.0),1
div,581,Eurasia,4.16666666667,73.5,0,"['IND', 'MDV']",340500.0,"[1326093247.0, 436330.0]","['Point(83.0 22.8)', 'Point(73.51 4.18)']",2
dhl,582,Australia,-22.08,115.0,0,AUS,6.0,24511800.0,Point(137.0 -28.0),1
dhi,583,Eurasia,26.6666666667,87.75,0,NPL,20880.0,30327877.0,Point(84.0 28.0),1
dhr,584,Australia,-23.75,114.916666667,0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
dhu,585,Australia,-35.6666666667,150.0,0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
tbh,586,Australia,-34.5,150.5,0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
did,587,Africa,4.5,33.5,0,SSD,100000.0,12575714.0,Point(30.0 7.0),1
dih,588,North America,32.6666666667,-116.166666667,0,"['USA', 'MEX']",440.0,"[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']",2
dih,589,North America,32.1666666667,-116.5,0,"['USA', 'MEX']",440.0,"[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']",2
mhu,590,Eurasia,28.4166666667,96.0,0,"['CHN', 'IND']",44950.0,"[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']",2
dim,591,Africa,6.16666666667,36.25,0,ETH,1100.0,104957438.0,Point(40.0 9.0),1
dip,592,Africa,8.5,28.0,0,SSD,923000.0,12575714.0,Point(30.0 7.0),1
dyo,593,Africa,13.0,-16.25,0,"['GMB', 'SEN']",457000.0,"[2100568.0, 15850567.0]","['Point(-15.5 13.5)', 'Point(-14.283333 14.366667)']",2
dif,594,Australia,-28.0,139.0,0,AUS,5.0,24511800.0,Point(137.0 -28.0),1
mdx,595,Africa,6.16666666667,36.5,0,ETH,35950.0,104957438.0,Point(40.0 9.0),1
dyy,596,Australia,-16.75,145.583333333,0,AUS,46.0,24511800.0,Point(137.0 -28.0),1
jig,597,Australia,-17.75,134.0,0,AUS,23.0,24511800.0,Point(137.0 -28.0),1
djr,598,Australia,-12.1666666667,135.5,0,AUS,2766.0,24511800.0,Point(137.0 -28.0),1
dji,599,Australia,-12.3333333333,134.833333333,0,AUS,130.0,24511800.0,Point(137.0 -28.0),1
ddj,600,Australia,-18.75,128.0,0,AUS,220.0,24511800.0,Point(137.0 -28.0),1
dma,601,Africa,-0.95,13.0,0,GAB,9840.0,2025137.0,Point(11.5 -0.683330555),1
dus,602,Eurasia,27.25,86.6666666667,0,NPL,3520.0,30327877.0,Point(84.0 28.0),1
dmk,603,Eurasia,36.1666666667,74.0,0,PAK,340.0,216565318.0,Point(71.0 30.0),1
dis,604,Eurasia,25.5,93.0,0,IND,137000.0,1326093247.0,Point(83.0 22.8),1
diz,605,Africa,-4.33333333333,19.5,0,COD,155000.0,86790567.0,Point(23.656 -2.88),1
dni,606,Papunesia,-4.33333333333,138.833333333,0,IDN,20000.0,270625568.0,Point(118.0 -2.0),1
daa,607,Africa,12.1666666667,18.3333333333,0,TCD,60000.0,15477751.0,Point(19.4 15.466667),1
kvo,608,Papunesia,-6.25,134.666666667,0,IDN,2000.0,270625568.0,Point(118.0 -2.0),1
ngc,609,Africa,3.0,23.0833333333,0,COD,150000.0,86790567.0,Point(23.656 -2.88),1
ngc,610,Africa,3.0,23.0,0,COD,150000.0,86790567.0,Point(23.656 -2.88),1
dlg,611,Eurasia,71.25,98.0,0,RUS,1054.0,146804372.0,Point(94.25 66.416666666),1
rmt,612,Eurasia,32.0,35.0,0,TUR,1340000.0,83614362.0,Point(36.0 39.0),1
kmc,613,Eurasia,27.0,109.0,0,CHN,1500000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
tds,614,Papunesia,-3.33333333333,138.166666667,0,IDN,70.0,270625568.0,Point(118.0 -2.0),1
dow,615,Africa,8.66666666667,13.0833333333,0,CMR,18000.0,24053727.0,Point(12.0 7.0),1
dhv,616,Papunesia,-21.0,167.25,0,FRA,13000.0,66628000.0,Point(2.0 47.0),1
dar,617,Eurasia,42.25,47.4166666667,0,RUS,495310.0,146804372.0,Point(94.25 66.416666666),1
prs,618,Eurasia,35.0,66.0,0,AFG,9600000.0,36643815.0,Point(66.0 34.0),1
drd,619,Eurasia,30.0,79.75,0,IND,1750.0,1326093247.0,Point(83.0 22.8),1
dan,620,Eurasia,56.0,10.0,0,"['DNK', 'DEU', 'GRL', 'FRO']",6000000.0,"[5930987.0, 5827463.0, 83149300.0, 56081.0, 52154.0]","['Point(-6.844444444 61.97)', 'Point(-40.0 72.0)', 'Point(10.0 56.0)', 'Point(10.0 51.0)', 'Point(-6.844480555 61.969944444)']",4
dts,621,Africa,14.4166666667,-3.25,0,MLI,50000.0,18541980.0,Point(-4.0 17.0),1
dua,622,Africa,4.0,9.41666666667,0,CMR,87700.0,24053727.0,Point(12.0 7.0),1
gwd,623,Africa,5.5,37.25,0,ETH,69000.0,104957438.0,Point(40.0 9.0),1
dud,624,Africa,11.1666666667,5.08333333333,,NGA,73000.0,190886311.0,Point(8.0 9.0),1
duu,625,Eurasia,28.0,98.3333333333,0,"['CHN', 'MMR']",14225.0,"[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']",2
vam,626,Papunesia,-2.68333333333,141.3,0,PNG,2700.0,8935000.0,Point(147.0 -6.3),1
duc,627,Papunesia,-5.5,142.5,0,PNG,20000.0,8935000.0,Point(147.0 -6.3),1
zea,628,Eurasia,51.5,3.75,0,NLD,220000.0,"[17282163.0, 17100715.0]","['Point(5.55 52.316666666)', 'Point(4.883333333 52.366666666)']",1
dbl,629,Australia,-17.8333333333,145.583333333,0,AUS,52.0,24511800.0,Point(137.0 -28.0),1
dyi,630,Africa,8.41666666667,-4.41666666667,0,CIV,95500.0,24294750.0,Point(-6.0 8.0),1
dyu,631,Africa,9.83333333333,-4.66666666667,0,"['MLI', 'BFA', 'CIV']",2700000.0,"[18541980.0, 19193382.0, 24294750.0]","['Point(-4.0 17.0)', 'Point(-2.066667 12.266667)', 'Point(-6.0 8.0)']",3
igb,632,Africa,8.16666666667,7.0,0,NGA,2000000.0,190886311.0,Point(8.0 9.0),1
etr,633,Papunesia,-6.16666666667,142.666666667,0,PNG,1670.0,8935000.0,Point(147.0 -6.3),1
efi,634,Africa,4.91666666667,8.5,0,NGA,2664620.0,190886311.0,Point(8.0 9.0),1
ega,635,Africa,5.5,-5.5,0,CIV,2500.0,24294750.0,Point(-6.0 8.0),1
enn,636,Africa,5.16666666667,6.38333333333,0,NGA,211000.0,190886311.0,Point(8.0 9.0),1
eip,637,Papunesia,-4.33333333333,140.083333333,0,IDN,3000.0,270625568.0,Point(118.0 -2.0),1
etu,638,Africa,5.41666666667,8.66666666667,0,"['CMR', 'NGA']",116700.0,"[24053727.0, 190886311.0]","['Point(12.0 7.0)', 'Point(8.0 9.0)']",2
ekg,639,Papunesia,-3.83333333333,135.5,0,IDN,100000.0,270625568.0,Point(118.0 -2.0),1
eko,640,Africa,-16.5,39.5,0,MOZ,140000.0,29668834.0,Point(35.0 -19.0),1
mrf,641,Papunesia,-3.0,140.5,0,IDN,300.0,270625568.0,Point(118.0 -2.0),1
emp,642,South America,6.83333333333,-77.1666666667,0,"['COL', 'PAN']",72200.0,"[49065615.0, 4098587.0]","['Point(-74.0 4.0)', 'Point(-80.366667 8.616667)']",2
cmi,643,South America,5.0,-76.0,0,COL,88700.0,49065615.0,Point(-74.0 4.0),1
eme,644,South America,3.16666666667,-52.4166666667,0,GUF,400.0,276128.0,Point(-52.99994 3.99886),1
emb,645,Papunesia,1.16666666667,112.333333333,0,IDN,10000.0,270625568.0,Point(118.0 -2.0),1
amy,646,Australia,-13.5,130.0,0,AUS,30.0,24511800.0,Point(137.0 -28.0),1
enq,647,Papunesia,-5.5,143.666666667,0,PNG,230000.0,8935000.0,Point(147.0 -6.3),1
eng,648,Eurasia,52.0,0.0,0,"['CAN', 'IRL', 'USA', 'KEN', 'ETH', 'GHA', 'GBR', 'MLT', 'BLZ', 'BRB', 'ZAF', 'SGP', 'BHR', 'AUS', 'KHM', 'NZL', 'IND', 'TUV', 'TON', 'WSM', 'SLB', 'VUT', 'PNG', 'PLW', 'NRU', 'FSM', 'MHL', 'KIR', 'FJI', 'GUY', 'TTO', 'VCT', 'LCA', 'KNA', 'JAM', 'GRD', 'BHS', 'ATG', 'DMA', 'JEY', 'ISR', 'LBN', 'MDV', 'MYS', 'OMN', 'PAK', 'LKA', 'ARE', 'BTN', 'BRN', 'TZA', 'PHL', 'ZMB', 'ZWE', 'SSD', 'BWA', 'ERI', 'GMB', 'CMR', 'LSO', 'LBR', 'MDG', 'MWI', 'MUS', 'NAM', 'NGA', 'UGA', 'RWA', 'SYC', 'SLE', 'SDN', 'SWZ', 'GIB', 'CYM', 'FLK', 'IMN', 'VIR', 'MSR', 'ASM', 'TCA', 'ABW', 'BMU', 'AIA', 'GGY', 'VGB', 'SXM', 'COK', 'NIU', 'PCN', 'TKL', 'IOT', 'MAF', 'SHN']",753359540.0,"[37894799.0, 4761865.0, 331449281.0, 48468138.0, 104957438.0, 26908262.0, 66022273.0, 465292.0, 374681.0, 285719.0, 59622350.0, 5888926.0, 1492584.0, 24511800.0, 16005373.0, 5112300.0, 1326093247.0, 11192.0, 108020.0, 196440.0, 611343.0, 276244.0, 8935000.0, 21729.0, 13650.0, 105544.0, 53127.0, 119940.0, 905502.0, 777859.0, 1369125.0, 109897.0, 178844.0, 55345.0, 2890299.0, 107825.0, 395361.0, 102012.0, 73925.0, 105500.0, 9093000.0, 6100075.0, 436330.0, 31624264.0, 4829480.0, 216565318.0, 21444000.0, 9400145.0, 807610.0, 428697.0, 57310019.0, 100981437.0, 17094130.0, 16529904.0, 12575714.0, 2291661.0, 3497000.0, 2100568.0, 24053727.0, 2233339.0, 4731906.0, 25570895.0, 18622104.0, 1264613.0, 2533794.0, 190886311.0, 42862958.0, 12208407.0, 95843.0, 7557212.0, 40533330.0, 1124753.0, 33140.0, 58435.0, 4550.0, 85888.0, 104901.0, 5215.0, 55689.0, 33098.0, 102911.0, 65024.0, 16086.0, 63026.0, 31758.0, 37132.0, 17434.0, 1612.0, 50.0, 1499.0, 4000.0, 35684.0, 4534.0]","['Point(-109.0 56.0)', 'Point(-8.0 53.0)', 'Point(-98.5795 39.828175)', 'Point(38.0 0.1)', 'Point(40.0 9.0)', 'Point(-0.5 8.0)', 'Point(-2.0 54.6)', 'Point(14.5 35.883333333)', 'Point(-88.7 17.066666666)', 'Point(-59.5525 13.17)', 'Point(24.0 -29.0)', 'Point(103.8 1.3)', 'Point(50.551111 26.0675)', 'Point(137.0 -28.0)', 'Point(105.0 12.6)', 'Point(174.0 -41.2)', 'Point(83.0 22.8)', 'Point(178.005556 -7.475)', 'Point(-174.810278 -20.587778)', 'Point(-172.0 -14.0)', 'Point(159.816666666 -9.466666666)', 'Point(168.016669444 -16.633330555)', 'Point(147.0 -6.3)', 'Point(134.55 7.466667)', 'Point(166.933333333 -0.533333333)', 'Point(158.183333333 6.916666666)', 'Point(171.066666666 7.116666666)', 'Point(173.033333333 1.466666666)', 'Point(178.0 -18.0)', 'Point(-59.316667 5.733333)', 'Point(-61.516666666 10.666666666)', 'Point(-61.233333333 13.166666666)', 'Point(-61.0 13.883333)', 'Point(-62.666667 17.33)', 'Point(-77.4 18.18)', 'Point(-61.666667 12.116667)', 'Point(-76.4 23.7)', 'Point(-61.85 17.116666666)', 'Point(-61.333333 15.416667)', 'Point(-2.11 49.19)', 'Point(35.0 31.0)', 'Point(35.766667 33.833333)', 'Point(73.51 4.18)', 'Point(108.0 3.0)', 'Point(57.0 21.0)', 'Point(71.0 30.0)', 'Point(81.0 7.0)', 'Point(54.3 24.4)', 'Point(90.5 27.45)', 'Point(114.566667 4.4)', 'Point(34.854 -6.307)', 'Point(123.0 12.0)', 'Point(28.0 -14.0)', 'Point(30.0 -19.0)', 'Point(30.0 7.0)', 'Point(23.7 -22.2)', 'Point(38.25 15.483333)', 'Point(-15.5 13.5)', 'Point(12.0 7.0)', 'Point(28.25 -29.55)', 'Point(-9.75 6.533333)', 'Point(47.0 -20.0)', 'Point(34.0 -13.0)', 'Point(57.5 -20.2)', 'Point(17.0 -23.0)', 'Point(8.0 9.0)', 'Point(32.39 1.28)', 'Point(29.873888888 -1.940277777)', 'Point(52.766667 -7.1)', 'Point(-12.1 8.5)', 'Point(32.0 15.0)', 'Point(31.433333 -26.483333)', 'Point(-5.345361111 36.13775)', 'Point(-80.5 19.5)', 'Point(-59.0 -51.75)', 'Point(-4.525 54.235)', 'Point(-64.833333 18.333333)', 'Point(-62.2 16.75)', 'Point(-170.7075 -14.295833)', 'Point(-71.8 21.78)', 'Point(-69.97422388 12.51106253)', 'Point(-64.75167 32.30444)', 'Point(-64.75 32.333333)', 'Point(-63.048888888 18.227222222)', 'Point(-2.583333333 49.45)', 'Point(-64.5 18.5)', 'Point(-63.067777777 18.031944444)', 'Point(-159.783333333 -21.233333333)', 'Point(-169.916666666 -19.05)', 'Point(-130.1045778 -25.0677812)', 'Point(-171.833333333 -9.166666666)', 'Point(71.5 -6.0)', 'Point(-63.06 18.075277777)', 'Point(-5.7181 -15.9245)']",93
eno,649,Papunesia,-5.41666666667,102.25,0,IDN,1500.0,270625568.0,Point(118.0 -2.0),1
gey,650,Africa,-0.5,25.25,0,COD,15000.0,86790567.0,Point(23.656 -2.88),1
sja,651,South America,3.0,-77.0,0,COL,3552.0,49065615.0,Point(-74.0 4.0),1
erk,652,Papunesia,-17.75,168.416666667,0,VUT,6000.0,276244.0,Point(168.016669444 -16.633330555),1
erg,653,Papunesia,-18.8333333333,169.166666667,0,VUT,1900.0,276244.0,Point(168.016669444 -16.633330555),1
ese,654,South America,-11.0,-66.0,0,"['PER', 'BOL']",1110.0,"[29381884.0, 11051600.0]","['Point(-76.0 -9.4)', 'Point(-64.991228611 -17.056869611)']",2
esq,655,North America,36.25,-121.75,0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
est,656,Eurasia,59.0,26.0,,EST,,1324820.0,Point(26.0 59.0),1
ets,657,Africa,7.25,6.5,0,NGA,,190886311.0,Point(8.0 9.0),1
opt,658,North America,29.1666666667,-109.666666667,1,MEX,,124777324.0,Point(-102.0 23.0),1
evn,659,Eurasia,56.0,125.0,0,"['CHN', 'RUS']",,"[1409517397.0, 1443497378.0, 146804372.0]","['Point(103.451944444 35.844722222)', 'Point(94.25 66.416666666)']",2
evn,660,Eurasia,49.0,117.0,0,"['CHN', 'RUS']",,"[1409517397.0, 1443497378.0, 146804372.0]","['Point(103.451944444 35.844722222)', 'Point(94.25 66.416666666)']",2
evn,661,Eurasia,48.0,120.0,0,"['CHN', 'RUS']",,"[1409517397.0, 1443497378.0, 146804372.0]","['Point(103.451944444 35.844722222)', 'Point(94.25 66.416666666)']",2
eve,662,Eurasia,68.0,130.0,0,RUS,,146804372.0,Point(94.25 66.416666666),1
ewe,663,Africa,6.0,1.0,0,"['GHA', 'TGO']",,"[26908262.0, 7797694.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)']",2
ewe,664,Africa,6.33333333333,0.416666666667,0,"['GHA', 'TGO']",,"[26908262.0, 7797694.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)']",2
ewo,665,Africa,4.0,12.0,0,CMR,,24053727.0,Point(12.0 7.0),1
eya,666,North America,60.5,-145.0,0,USA,,331449281.0,Point(-98.5795 39.828175),1
fao,667,Eurasia,62.0,-7.0,0,"['FRO', 'DNK']",,"[52154.0, 5930987.0]","['Point(-6.844480555 61.969944444)', 'Point(-6.844444444 61.97)', 'Point(-40.0 72.0)', 'Point(10.0 56.0)']",2
faa,668,Papunesia,-6.58333333333,143.333333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
fuh,669,Africa,14.0,0.0,0,"['BEN', 'BFA', 'NER']",,"[11175692.0, 19193382.0, 21477348.0]","['Point(2.183333333 8.833333333)', 'Point(-2.066667 12.266667)', 'Point(10.0 17.0)']",3
fuh,670,Africa,13.5,0.5,0,"['BEN', 'BFA', 'NER']",,"[11175692.0, 19193382.0, 21477348.0]","['Point(2.183333333 8.833333333)', 'Point(-2.066667 12.266667)', 'Point(10.0 17.0)']",3
frs,671,Eurasia,53.5833333333,7.5,0,DEU,200000.0,83149300.0,Point(10.0 51.0),1
frs,672,Eurasia,53.0,5.0,0,DEU,200000.0,83149300.0,Point(10.0 51.0),1
fmp,673,Africa,5.25,10.1666666667,0,CMR,,24053727.0,Point(12.0 7.0),1
fuf,674,Africa,11.5,-12.5,0,"['MLI', 'GIN', 'GNB']",,"[18541980.0, 12717176.0, 1861283.0]","['Point(-4.0 17.0)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)']",3
fij,675,Papunesia,-17.8333333333,178.0,0,FJI,341270.0,905502.0,Point(178.0 -18.0),1
fij,676,Papunesia,-18.0833333333,177.416666667,0,FJI,341270.0,905502.0,Point(178.0 -18.0),1
fin,677,Eurasia,62.0,25.0,0,"['NOR', 'FIN', 'SWE', 'RUS', 'EST']",5413380.0,"[5391369.0, 5501043.0, 10379295.0, 146804372.0, 1324820.0]","['Point(11.0 65.0)', 'Point(27.0 65.0)', 'Point(15.0 61.0)', 'Point(94.25 66.416666666)', 'Point(26.0 59.0)']",5
wyy,678,Papunesia,-17.0,177.3,0,FJI,,905502.0,Point(178.0 -18.0),1
fuc,679,Africa,16.5,-13.75,0,"['MLI', 'GMB', 'GIN', 'GNB', 'MRT', 'SEN']",,"[18541980.0, 2100568.0, 12717176.0, 1861283.0, 4420184.0, 15850567.0]","['Point(-4.0 17.0)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-11.0 21.0)', 'Point(-14.283333 14.366667)']",6
fuc,680,Africa,15.0,-14.0,0,"['MLI', 'GMB', 'GIN', 'GNB', 'MRT', 'SEN']",,"[18541980.0, 2100568.0, 12717176.0, 1861283.0, 4420184.0, 15850567.0]","['Point(-4.0 17.0)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-11.0 21.0)', 'Point(-14.283333 14.366667)']",6
fuv,681,Africa,10.25,11.25,0,NGA,,190886311.0,Point(8.0 9.0),1
frr,682,Eurasia,54.5,9.0,0,DEU,10000.0,83149300.0,Point(10.0 51.0),1
foi,683,Papunesia,-6.5,143.5,0,PNG,,8935000.0,Point(147.0 -6.3),1
fon,684,Africa,6.41666666667,2.16666666667,0,"['TGO', 'BEN']",1935500.0,"[7797694.0, 11175692.0]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']",2
for,685,Papunesia,-6.75,145.5,0,PNG,,8935000.0,Point(147.0 -6.3),1
sac,686,North America,43.0,-83.0,0,USA,,331449281.0,Point(-98.5795 39.828175),1
fqs,687,Papunesia,-3.0,141.583333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
frd,688,Papunesia,-6.75,131.5,0,IDN,,270625568.0,Point(118.0 -2.0),1
fra,689,Eurasia,48.0,2.0,0,"['CAN', 'BEL', 'LUX', 'ITA', 'CHE', 'FRA', 'AND', 'MCO', 'DZA', 'KHM', 'TCD', 'IND', 'VUT', 'JEY', 'HTI', 'LBN', 'MLI', 'CAF', 'TGO', 'BEN', 'BFA', 'BDI', 'COM', 'COG', 'COD', 'DJI', 'GNQ', 'GAB', 'GIN', 'CIV', 'CMR', 'MDG', 'MRT', 'MUS', 'MAR', 'NER', 'RWA', 'SEN', 'SYC', 'GGY']",208157220.0,"[37894799.0, 11431406.0, 626108.0, 60317000.0, 8466017.0, 66628000.0, 76177.0, 38695.0, 41318142.0, 16005373.0, 15477751.0, 1326093247.0, 276244.0, 105500.0, 10981229.0, 6100075.0, 18541980.0, 4659080.0, 7797694.0, 11175692.0, 19193382.0, 11530580.0, 823652.0, 5260750.0, 86790567.0, 956985.0, 1267689.0, 2025137.0, 12717176.0, 24294750.0, 24053727.0, 25570895.0, 4420184.0, 1264613.0, 36029138.0, 21477348.0, 12208407.0, 15850567.0, 95843.0, 63026.0]","['Point(-109.0 56.0)', 'Point(4.668055555 50.641111111)', 'Point(6.13 49.77)', 'Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(2.0 47.0)', 'Point(1.555277777 42.558333333)', 'Point(7.416666666 43.733333333)', 'Point(1.0 28.0)', 'Point(105.0 12.6)', 'Point(19.4 15.466667)', 'Point(83.0 22.8)', 'Point(168.016669444 -16.633330555)', 'Point(-2.11 49.19)', 'Point(-72.8 19.0)', 'Point(35.766667 33.833333)', 'Point(-4.0 17.0)', 'Point(20.9 6.7)', 'Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)', 'Point(-2.066667 12.266667)', 'Point(29.816667 -3.666667)', 'Point(44.44553 -12.23333)', 'Point(15.383330555 -0.75)', 'Point(23.656 -2.88)', 'Point(42.433333 11.8)', 'Point(10.0 1.5)', 'Point(11.5 -0.683330555)', 'Point(-11.0 10.0)', 'Point(-6.0 8.0)', 'Point(12.0 7.0)', 'Point(47.0 -20.0)', 'Point(-11.0 21.0)', 'Point(57.5 -20.2)', 'Point(-6.0 32.0)', 'Point(10.0 17.0)', 'Point(29.873888888 -1.940277777)', 'Point(-14.283333 14.366667)', 'Point(52.766667 -7.1)', 'Point(-2.583333333 49.45)']",40
fry,690,Eurasia,53.0,6.0,0,NLD,845100.0,"[17282163.0, 17100715.0]","['Point(5.55 52.316666666)', 'Point(4.883333333 52.366666666)']",1
fub,691,Africa,9.16666666667,13.5,0,"['TCD', 'CMR', 'NGA']",,"[15477751.0, 24053727.0, 190886311.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)', 'Point(8.0 9.0)']",3
fud,692,Papunesia,-14.3333333333,-178.166666667,0,FRA,,66628000.0,Point(2.0 47.0),1
fun,693,South America,-8.0,-37.5,0,BRA,,210147125.0,Point(-53.0 -14.0),1
ffm,694,Africa,15.0,-5.0,0,MLI,,18541980.0,Point(-4.0 17.0),1
fvr,695,Africa,13.5,25.0,0,"['TCD', 'SDN']",746000.0,"[15477751.0, 40533330.0]","['Point(19.4 15.466667)', 'Point(32.0 15.0)']",2
fut,696,Papunesia,-19.5333333333,170.216666667,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
cdo,697,Eurasia,26.0,119.5,0,"['MYS', 'TWN', 'BRN', 'JPN', 'CHN']",9100000.0,"[31624264.0, 23593794.0, 428697.0, 126434565.0, 1409517397.0, 1443497378.0]","['Point(108.0 3.0)', 'Point(121.0 24.0)', 'Point(114.566667 4.4)', 'Point(136.0 35.0)', 'Point(103.451944444 35.844722222)']",5
pym,698,Africa,9.58333333333,9.33333333333,0,NGA,,190886311.0,Point(8.0 9.0),1
gaa,699,Africa,5.66666666667,-0.166666666667,0,GHA,745000.0,26908262.0,Point(-0.5 8.0),1
gbu,700,Australia,-12.5833333333,132.833333333,1,AUS,0.0,24511800.0,Point(137.0 -28.0),1
ged,701,Africa,8.66666666667,7.41666666667,0,NGA,,190886311.0,Point(8.0 9.0),1
gla,702,Eurasia,57.0,-4.0,0,"['CAN', 'USA', 'GBR', 'AUS', 'NZL']",60130.0,"[37894799.0, 331449281.0, 66022273.0, 24511800.0, 5112300.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)', 'Point(-2.0 54.6)', 'Point(137.0 -28.0)', 'Point(174.0 -41.2)']",5
gag,703,Eurasia,46.3333333333,28.6666666667,0,MDA,148720.0,2550900.0,Point(28.516667 47.25),1
gah,704,Papunesia,-6.0,145.416666667,0,PNG,,8935000.0,Point(147.0 -6.3),1
gmv,705,Africa,6.66666666667,37.25,0,ETH,,104957438.0,Point(40.0 9.0),1
pwg,706,Papunesia,-9.75,149.833333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
grt,707,Eurasia,25.6666666667,90.5,0,"['IND', 'BGD']",1000000.0,"[1326093247.0, 165775000.0]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']",2
bar,708,Eurasia,47.0,14.0,0,AUT,14089000.0,8809212.0,Point(14.0 48.0),1
bar,709,Eurasia,49.0,11.5,0,AUT,14089000.0,8809212.0,Point(14.0 48.0),1
bar,710,Eurasia,48.1666666667,16.3333333333,0,AUT,14089000.0,8809212.0,Point(14.0 48.0),1
gvo,711,South America,-10.6666666667,-62.0,0,BRA,,210147125.0,Point(-53.0 -14.0),1
gay,712,Papunesia,4.5,97.5,0,IDN,,270625568.0,Point(118.0 -2.0),1
gbp,713,Africa,6.66666666667,17.5,0,CAF,,4659080.0,Point(20.9 6.7),1
pov,714,Africa,12.0,-15.0,0,"['GNB', 'SEN']",500000.0,"[1861283.0, 15850567.0]","['Point(-15.0 12.0)', 'Point(-14.283333 14.366667)']",2
gya,715,Africa,6.0,15.0,0,"['CAF', 'CMR']",,"[4659080.0, 24053727.0]","['Point(20.9 6.7)', 'Point(12.0 7.0)']",2
deu,716,Eurasia,52.5,13.3333333333,0,"['CZE', 'LIE', 'BEL', 'LUX', 'DNK', 'POL', 'ITA', 'CHE', 'AUT', 'FRA', 'DEU']",105000000.0,"[10701777.0, 37922.0, 11431406.0, 626108.0, 5827463.0, 38382576.0, 60317000.0, 8466017.0, 8809212.0, 66628000.0, 83149300.0]","['Point(16.0 50.0)', 'Point(9.553889 47.145)', 'Point(4.668055555 50.641111111)', 'Point(6.13 49.77)', 'Point(10.0 56.0)', 'Point(19.0 52.0)', 'Point(12.5 42.5)', 'Point(8.231973 46.798562)', 'Point(14.0 48.0)', 'Point(2.0 47.0)', 'Point(10.0 51.0)']",11
