,ISO,Macroarea,Latitude,Longitude,Status_X_L,countryISO,num_speakers,country_population,Country_coord,cant_paises
400,bee,Eurasia,30.1666666667,80.5,0.0,"['IND', 'NPL']",3380.0,"[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']",2
401,bsw,Africa,6.25,37.75,0.0,ETH,5480.0,104957438.0,Point(40.0 9.0),1
402,bvz,Papunesia,-2.5,137.5,0.0,IDN,1500.0,270625568.0,Point(118.0 -2.0),1
403,cjp,North America,9.75,-83.4166666667,0.0,CRI,11100.0,4905769.0,Point(-84.0 10.0),1
404,cbv,South America,1.08333333333,-70.0,0.0,COL,220.0,49065615.0,Point(-74.0 4.0),1
405,cad,North America,33.3333333333,-93.5,0.0,USA,25.0,331449281.0,Point(-98.5795 39.828175),1
406,chl,North America,33.5,-116.25,0.0,USA,6.0,331449281.0,Point(-98.5795 39.828175),1
407,suq,Africa,5.33333333333,35.3333333333,0.0,ETH,26900.0,104957438.0,Point(40.0 9.0),1
408,suq,Africa,5.75,35.25,0.0,ETH,26900.0,104957438.0,Point(40.0 9.0),1
409,cak,North America,14.5,-91.0,0.0,GTM,500000.0,17263239.0,Point(-90.25 15.5),1
410,kbh,South America,1.16666666667,-77.0,0.0,COL,4000.0,49065615.0,Point(-74.0 4.0),1
411,cbu,South America,-4.16666666667,-77.0,0.0,PER,3260.0,29381884.0,Point(-76.0 -9.4),1
412,kaq,South America,-7.0,-74.0,0.0,PER,100.0,29381884.0,Point(-76.0 -9.4),1
413,car,South America,5.5,-56.0,0.0,"['VEN', 'GUY']",10000.0,"[28515829.0, 777859.0]","['Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']",2
414,cbr,South America,-8.5,-75.5,0.0,PER,2780.0,29381884.0,Point(-76.0 -9.4),1
415,cto,South America,7.16666666667,-76.3333333333,0.0,"['COL', 'PAN']",15040.0,"[49065615.0, 4098587.0]","['Point(-74.0 4.0)', 'Point(-80.366667 8.616667)']",2
416,cav,South America,-13.3333333333,-66.5,0.0,BOL,600.0,11051600.0,Point(-64.991228611 -17.056869611),1
417,cbi,South America,0.666666666667,-79.0,0.0,ECU,5870.0,16624858.0,Point(-78.0 -1.0),1
418,boi,North America,34.5,-120.25,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
419,cao,South America,-12.1666666667,-66.75,0.0,BOL,1400.0,11051600.0,Point(-64.991228611 -17.056869611),1
420,coz,North America,17.6666666667,-97.4166666667,0.0,MEX,730.0,124777324.0,Point(-102.0 23.0),1
421,cic,North America,34.0,-88.0,0.0,USA,75.0,331449281.0,Point(-98.5795 39.828175),1
422,cco,North America,17.5833333333,-96.4166666667,0.0,MEX,2000.0,124777324.0,Point(-102.0 23.0),1
423,coq,North America,42.6666666667,-124.0,1.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
424,coc,North America,32.3333333333,-115.0,0.0,"['USA', 'MEX']",650.0,"[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']",2
425,cho,North America,32.25,-88.5,0.0,USA,9200.0,331449281.0,Point(-98.5795 39.828175),1
426,mch,South America,5.5,-65.0,0.0,"['BRA', 'VEN']",6630.0,"[210147125.0, 28515829.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)']",2
427,csw,North America,56.0,-90.0,0.0,CAN,2500.0,37894799.0,Point(-109.0 56.0),1
428,ceb,Papunesia,10.0,124.0,0.0,PHL,20000000.0,100981437.0,Point(123.0 12.0),1
429,cob,North America,15.5,-92.25,0.0,MEX,0.0,124777324.0,Point(-102.0 23.0),1
430,cam,Papunesia,-20.8333333333,165.166666667,0.0,NCL,2600.0,278500.0,Point(165.3 -21.25),1
431,old,Africa,-3.0,37.0,0.0,TZA,362000.0,57310019.0,Point(34.854 -6.307),1
432,cha,Papunesia,13.45,144.75,0.0,USA,64300.0,331449281.0,Point(-98.5795 39.828175),1
433,can,Papunesia,-4.16666666667,143.083333333,0.0,PNG,800.0,8935000.0,Point(147.0 -6.3),1
434,che,Eurasia,43.25,45.8333333333,0.0,"['TUR', 'RUS', 'GEO', 'KAZ', 'JOR']",1393900.0,"[83614362.0, 146804372.0, 3717100.0, 18276500.0, 10428241.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(43.733330555 42.016669444)', 'Point(68.0 48.0)', 'Point(36.5 31.2)']",5
435,cdn,Eurasia,30.0,80.25,0.0,IND,1830.0,1326093247.0,Point(83.0 22.8),1
436,chr,North America,35.5,-83.5,0.0,USA,12300.0,331449281.0,Point(-98.5795 39.828175),1
437,nbc,Eurasia,26.3333333333,94.75,0.0,IND,66900.0,1326093247.0,Point(83.0 22.8),1
438,sgw,Africa,8.112935,37.93267,0.0,ETH,1480000.0,104957438.0,Point(40.0 9.0),1
439,sgw,Africa,8.16666666667,38.1666666667,0.0,ETH,1480000.0,104957438.0,Point(40.0 9.0),1
440,cid,North America,41.0,-123.0,1.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
441,ckt,Eurasia,67.0,-173.0,0.0,RUS,5100.0,146804372.0,Point(94.25 66.416666666),1
442,cjh,North America,46.5833333333,-123.0,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
443,cji,Eurasia,42.55,46.05,0.0,RUS,500.0,146804372.0,Point(94.25 66.416666666),1
444,chx,Eurasia,28.5833333333,83.4166666667,0.0,NPL,4020.0,30327877.0,Point(84.0 28.0),1
445,chd,North America,16.25,-95.75,0.0,MEX,2200.0,124777324.0,Point(-102.0 23.0),1
446,chp,North America,59.0,-106.0,0.0,CAN,11130.0,37894799.0,Point(-109.0 56.0),1
447,chq,North America,17.5833333333,-96.6666666667,0.0,MEX,8000.0,124777324.0,Point(-102.0 23.0),1
448,crw,Eurasia,10.75,107.5,0.0,VNM,26900.0,94660000.0,Point(108.0 16.0),1
449,csy,Eurasia,23.8333333333,94.0,0.0,MMR,10700.0,53370609.0,Point(96.0 22.0),1
450,cya,North America,16.0833333333,-97.1666666667,0.0,MEX,51600.0,124777324.0,Point(-102.0 23.0),1
451,cag,South America,-23.5,-60.5,0.0,PRY,10320.0,6811297.0,Point(-58.0 -23.5),1
452,chv,Eurasia,55.5,47.5,0.0,"['RUS', 'BLR', 'UKR', 'KAZ', 'UZB']",1279650.0,"[146804372.0, 9349645.0, 42558328.0, 18276500.0, 33570609.0]","['Point(94.25 66.416666666)', 'Point(28.046666666 53.528333333)', 'Point(32.0 49.0)', 'Point(68.0 48.0)', 'Point(66.0 41.0)']",5
453,cja,Eurasia,12.0,105.5,0.0,"['KHM', 'VNM']",291000.0,"[16005373.0, 94660000.0]","['Point(105.0 12.6)', 'Point(108.0 16.0)']",2
454,clo,North America,16.0,-95.75,0.0,MEX,1280.0,124777324.0,Point(-102.0 23.0),1
455,cbt,South America,-5.5,-77.0,0.0,PER,14000.0,29381884.0,Point(-76.0 -9.4),1
456,nya,Africa,-14.0,34.0,0.0,"['ZMB', 'MWI', 'MOZ']",12000000.0,"[17094130.0, 18622104.0, 29668834.0]","['Point(28.0 -14.0)', 'Point(34.0 -13.0)', 'Point(35.0 -19.0)']",3
457,inz,North America,34.6666666667,-120.25,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
458,pei,North America,21.6666666667,-100.5,0.0,MEX,2130.0,124777324.0,Point(-102.0 23.0),1
459,mrn,Papunesia,-8.33333333333,159.666666667,0.0,SLB,10800.0,611343.0,Point(159.816666666 -9.466666666),1
460,chh,North America,46.25,-123.5,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
461,wac,North America,45.62,-121.16,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
462,wac,North America,46.14,-123.4,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
463,clm,North America,48.0833333333,-123.75,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
464,cld,Eurasia,36.0,43.0,0.0,IRQ,232910.0,38274618.0,Point(43.0 33.0),1
465,cld,Eurasia,37.0,43.0,0.0,IRQ,232910.0,38274618.0,Point(43.0 33.0),1
466,cle,North America,17.3333333333,-95.9166666667,0.0,MEX,2000.0,124777324.0,Point(-102.0 23.0),1
467,clw,Eurasia,54.3333333333,89.6666666667,0.0,RUS,44.0,146804372.0,Point(94.25 66.416666666),1
468,cbg,South America,10.0,-74.0,0.0,COL,350.0,49065615.0,Point(-74.0 4.0),1
469,xcm,North America,25.8333333333,-99.0,,MEX,0.0,124777324.0,Point(-102.0 23.0),1
470,cjm,Eurasia,11.3333333333,108.5,0.0,VNM,161729.0,94660000.0,Point(108.0 16.0),1
471,ute,North America,34.3333333333,-115.166666667,0.0,USA,1900.0,331449281.0,Point(-98.5795 39.828175),1
472,ute,North America,37.8333333333,-113.333333333,0.0,USA,1900.0,331449281.0,Point(-98.5795 39.828175),1
473,ute,North America,39.0,-109.0,0.0,USA,1900.0,331449281.0,Point(-98.5795 39.828175),1
474,rab,Eurasia,27.0,86.6666666667,0.0,NPL,83200.0,30327877.0,Point(84.0 28.0),1
475,com,North America,33.5,-101.5,0.0,USA,100.0,331449281.0,Point(-98.5795 39.828175),1
476,mrh,Eurasia,23.0,93.1666666667,0.0,"['IND', 'MMR']",84000.0,"[1326093247.0, 53370609.0]","['Point(83.0 22.8)', 'Point(96.0 22.0)']",2
477,coo,North America,50.1666666667,-125.0,0.0,CAN,40.0,37894799.0,Point(-109.0 56.0),1
478,chf,North America,18.1666666667,-92.5833333333,0.0,MEX,27700.0,124777324.0,Point(-102.0 23.0),1
479,ram,South America,-7.0,-45.0,0.0,BRA,2500.0,210147125.0,Point(-53.0 -14.0),1
480,knm,South America,-6.5,-68.5,0.0,BRA,1330.0,210147125.0,Point(-53.0 -14.0),1
481,yue,Eurasia,23.0,113.0,0.0,"['CHN', 'MYS', 'BRN']",72893210.0,"[1409517397.0, 1443497378.0, 31624264.0, 428697.0]","['Point(103.451944444 35.844722222)', 'Point(108.0 3.0)', 'Point(114.566667 4.4)']",3
482,cod,South America,-5.0,-74.5,0.0,"['BRA', 'PER', 'COL']",250.0,"[210147125.0, 29381884.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)', 'Point(-74.0 4.0)']",3
483,crd,North America,47.25,-116.5,0.0,USA,1.0,331449281.0,Point(-98.5795 39.828175),1
484,con,South America,0.166666666667,-77.1666666667,0.0,"['ECU', 'COL']",1700.0,"[16624858.0, 49065615.0]","['Point(-78.0 -1.0)', 'Point(-74.0 4.0)']",2
485,kog,South America,11.0,-73.8333333333,0.0,COL,9910.0,49065615.0,Point(-74.0 4.0),1
486,caa,North America,14.8333333333,-89.25,0.0,"['GTM', 'HND']",30000.0,"[17263239.0, 9265067.0]","['Point(-90.25 15.5)', 'Point(-86.816667 14.633333)']",2
487,swb,Africa,-12.0,44.0,0.0,FRA,15200.0,66628000.0,Point(2.0 47.0),1
488,csz,North America,43.5,-124.166666667,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
489,cop,Africa,26.0,32.0,0.0,EGY,300.0,94798827.0,Point(29.0 27.0),1
490,crn,North America,22.1666666667,-104.833333333,0.0,MEX,28700.0,124777324.0,Point(-102.0 23.0),1
491,css,North America,36.8333333333333,-121.75,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
492,css,North America,36.8333333333,-121.5,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
493,cjo,South America,-10.6666666667,-74.25,0.0,PER,12000.0,29381884.0,Point(-76.0 -9.4),1
494,cpa,North America,18.8333333333,-96.75,0.0,MEX,139000.0,124777324.0,Point(-102.0 23.0),1
495,cdm,Eurasia,27.6666666667,84.75,0.0,NPL,36807.0,30327877.0,Point(84.0 28.0),1
496,ciw,North America,48.0,-95.0,0.0,USA,5000.0,331449281.0,Point(-98.5795 39.828175),1
497,ciw,North America,47.6666666667,-92.5,0.0,USA,5000.0,331449281.0,Point(-98.5795 39.828175),1
498,cap,South America,-18.75,-67.8333333333,0.0,BOL,1800.0,11051600.0,Point(-64.991228611 -17.056869611),1
499,cap,South America,-16.5,-68.5,0.0,BOL,1800.0,11051600.0,Point(-64.991228611 -17.056869611),1
500,cax,South America,-17.5,-60.0,0.0,"['BRA', 'BOL']",4620.0,"[210147125.0, 11051600.0]","['Point(-53.0 -14.0)', 'Point(-64.991228611 -17.056869611)']",2
501,crk,North America,54.0,-110.0,0.0,CAN,3170.0,37894799.0,Point(-109.0 56.0),1
502,gui,South America,-23.6666666667,-64.3333333333,0.0,"['ARG', 'PRY', 'BOL']",69530.0,"[44938712.0, 6811297.0, 11051600.0]","['Point(-64.0 -34.0)', 'Point(-58.0 -23.5)', 'Point(-64.991228611 -17.056869611)']",3
503,cje,Eurasia,11.5,108.5,0.0,VNM,19300.0,94660000.0,Point(108.0 16.0),1
504,crh,Eurasia,45.0,34.0833333333,0.0,"['TUR', 'RUS', 'UKR', 'ROU', 'BGR']",552740.0,"[83614362.0, 146804372.0, 42558328.0, 19586539.0, 7000039.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(32.0 49.0)', 'Point(25.0 46.0)', 'Point(25.5 42.75)']",5
505,cbd,South America,1.0,-73.0,0.0,COL,6.0,49065615.0,Point(-74.0 4.0),1
506,cbd,South America,1.0,-72.0833333333,0.0,COL,6.0,49065615.0,Point(-74.0 4.0),1
507,cbd,South America,0.833333333333,-71.0,0.0,COL,6.0,49065615.0,Point(-74.0 4.0),1
508,cbd,South America,1.0,-72.0,0.0,COL,6.0,49065615.0,Point(-74.0 4.0),1
509,mus,North America,34.0,-85.0,0.0,USA,4300.0,331449281.0,Point(-98.5795 39.828175),1
510,mus,North America,33.0,-84.0,0.0,USA,4300.0,331449281.0,Point(-98.5795 39.828175),1
511,cal,Papunesia,15.2,145.75,0.0,USA,5700.0,331449281.0,Point(-98.5795 39.828175),1
512,cor,Eurasia,50.3333333333,-5.0,0.0,GBR,600.0,66022273.0,Point(-2.0 54.6),1
513,cro,North America,47.0,-108.0,0.0,USA,3000.0,331449281.0,Point(-98.5795 39.828175),1
514,cbc,South America,0.833333333333,-70.75,0.0,"['BRA', 'COL']",523.0,"[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']",2
515,crx,North America,53.75,-123.5,0.0,CAN,680.0,37894799.0,Point(-109.0 56.0),1
516,cso,North America,17.75,-96.6666666667,0.0,MEX,3590.0,124777324.0,Point(-102.0 23.0),1
517,cuc,North America,17.9166666667,-96.5,0.0,MEX,139000.0,124777324.0,Point(-102.0 23.0),1
518,cbs,South America,-10.5,-71.8333333333,0.0,"['BRA', 'PER']",7420.0,"[210147125.0, 29381884.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']",2
519,csk,Africa,12.5,-16.75,0.0,SEN,45100.0,15850567.0,Point(-14.283333 14.366667),1
520,ctp,North America,16.25,-97.3333333333,0.0,MEX,16000.0,124777324.0,Point(-102.0 23.0),1
521,ctp,North America,16.25,-97.25,0.0,MEX,16000.0,124777324.0,Point(-102.0 23.0),1
522,cnt,North America,17.8333333333,-96.5,0.0,MEX,139000.0,124777324.0,Point(-102.0 23.0),1
523,ctd,Eurasia,23.3333333333,93.6666666667,0.0,"['MMR', 'IND']",411000.0,"[53370609.0, 1326093247.0]","['Point(96.0 22.0)', 'Point(83.0 22.8)']",2
524,cat,Eurasia,41.75,2.0,0.0,ESP,5100000.0,46733038.0,Point(-3.5 40.2),1
525,ctm,North America,29.6666666667,-91.0,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
526,cta,North America,16.1666666667,-97.5833333333,0.0,MEX,51600.0,124777324.0,Point(-102.0 23.0),1
527,chc,North America,35.5,-80.5,0.0,USA,9.0,331449281.0,Point(-98.5795 39.828175),1
528,cua,Eurasia,15.25,108.5,0.0,VNM,12000.0,94660000.0,Point(108.0 16.0),1
529,cub,South America,1.33333333333,-70.5,0.0,"['BRA', 'COL']",6260.0,"[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']",2
530,cui,South America,6.5,-70.0,0.0,"['VEN', 'COL']",2640.0,"[28515829.0, 49065615.0]","['Point(-67.0 8.0)', 'Point(-74.0 4.0)']",2
531,cul,South America,-6.0,-70.5,0.0,"['BRA', 'PER']",3420.0,"[210147125.0, 29381884.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']",2
532,ncu,Africa,7.75,0.25,0.0,GHA,95000.0,26908262.0,Point(-0.5 8.0),1
533,cup,North America,33.1666666667,-116.5,0.0,USA,0.0,331449281.0,Point(-98.5795 39.828175),1
534,kpc,South America,2.5,-68.5,0.0,"['BRA', 'VEN', 'COL']",12070.0,"[210147125.0, 28515829.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-74.0 4.0)']",3
535,cuy,North America,17.5,-101.0,1.0,MEX,0.0,124777324.0,Point(-102.0 23.0),1
536,chk,Papunesia,7.33333333333,151.75,0.0,FSM,56990.0,105544.0,Point(158.183333333 6.916666666),1
537,cbk,Papunesia,7.0,122.083333333,0.0,PHL,431000.0,100981437.0,Point(123.0 12.0),1
538,cjv,Papunesia,-6.11666666667,145.116666667,0.0,PNG,25980.0,8935000.0,Point(147.0 -6.3),1
539,col,North America,47.5,-120.0,0.0,USA,17.0,331449281.0,Point(-98.5795 39.828175),1
540,cay,North America,42.75,-76.75,0.0,"['CAN', 'USA']",46.0,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
541,chy,North America,47.0,-95.0,0.0,USA,2400.0,331449281.0,Point(-98.5795 39.828175),1
542,cyb,South America,-13.5,-65.5,0.0,BOL,0.0,11051600.0,Point(-64.991228611 -17.056869611),1
543,ces,Eurasia,50.0,15.0,0.0,CZE,11500000.0,10701777.0,Point(16.0 50.0),1
544,kzf,Papunesia,-1.0,119.583333333,0.0,IDN,62600.0,270625568.0,Point(118.0 -2.0),1
545,mps,Papunesia,-6.55,144.583333333,0.0,PNG,12580.0,8935000.0,Point(147.0 -6.3),1
546,dgz,Papunesia,-10.0,149.333333333,0.0,PNG,9000.0,8935000.0,Point(147.0 -6.3),1
547,dal,Africa,-2.33333333333,40.5,0.0,KEN,400.0,48468138.0,Point(38.0 0.1),1
548,dak,North America,45.0,-93.5,0.0,"['CAN', 'USA']",20000.0,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
549,mbp,South America,11.0,-73.5,0.0,COL,1850.0,49065615.0,Point(-74.0 4.0),1
550,dnj,Africa,7.5,-8.0,0.0,"['GIN', 'CIV', 'LBR']",1568800.0,"[12717176.0, 24294750.0, 4731906.0]","['Point(-11.0 10.0)', 'Point(-6.0 8.0)', 'Point(-9.75 6.533333)']",3
551,dry,Eurasia,24.0,84.0,0.0,NPL,12050.0,30327877.0,Point(84.0 28.0),1
552,tcc,Africa,-4.33333333333,35.3333333333,0.0,TZA,161000.0,57310019.0,Point(34.854 -6.307),1
553,kwa,South America,-0.25,-67.0833333333,0.0,BRA,120.0,210147125.0,Point(-53.0 -14.0),1
554,dai,Africa,8.75,17.8333333333,0.0,TCD,49900.0,15477751.0,Point(19.4 15.466667),1
555,dav,Africa,-4.0,38.6666666667,0.0,KEN,344000.0,48468138.0,Point(38.0 0.1),1
556,nld,Eurasia,50.75,4.5,0.0,"['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",24000000.0,"[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']",9
557,nld,Eurasia,51.0,5.5,0.0,"['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",24000000.0,"[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']",9
558,nld,Eurasia,52.5,6.0,0.0,"['BEL', 'NLD', 'FRA', 'DEU', 'SUR', 'ABW', 'CUW', 'SXM', 'BES']",24000000.0,"[11431406.0, 17282163.0, 66628000.0, 83149300.0, 563402.0, 102911.0, 160337.0, 37132.0, 25019.0, 17100715.0]","['Point(4.668055555 50.641111111)', 'Point(5.55 52.316666666)', 'Point(2.0 47.0)', 'Point(10.0 51.0)', 'Point(-56.0 4.0)', 'Point(-69.97422388 12.51106253)', 'Point(-68.966666666 12.166666666)', 'Point(-63.067777777 18.031944444)', 'Point(-68.233333333 12.183333333)', 'Point(4.883333333 52.366666666)']",9
559,dgc,Papunesia,16.3333333333,122.0,0.0,PHL,610.0,100981437.0,Point(123.0 12.0),1
560,duj,Australia,-12.1666666667,136.25,,AUS,5171.0,24511800.0,Point(137.0 -28.0),1
561,duj,Australia,-12.6666666667,136.0,,AUS,0.0,24511800.0,Point(137.0 -28.0),1
562,daj,Africa,12.25,25.25,0.0,SDN,98000.0,40533330.0,Point(32.0 15.0),1
563,god,Africa,5.25,-5.66666666667,0.0,CIV,26400.0,24294750.0,Point(-6.0 8.0),1
564,god,Africa,5.41666666667,-5.83333333333,0.0,CIV,26400.0,24294750.0,Point(-6.0 8.0),1
565,afn,Africa,4.58333333333,7.5,0.0,NGA,200.0,190886311.0,Point(8.0 9.0),1
566,deg,Africa,4.75,6.75,0.0,NGA,10000.0,190886311.0,Point(8.0 9.0),1
567,dny,South America,-6.0,-67.0,0.0,BRA,740.0,210147125.0,Point(-53.0 -14.0),1
568,kbv,Papunesia,-3.58333333333,141.0,0.0,"['IDN', 'PNG']",1200.0,"[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']",2
569,kbv,Papunesia,-3.55,141.033333333,0.0,"['IDN', 'PNG']",1200.0,"[270625568.0, 8935000.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']",2
570,des,South America,0.833333333333,-69.8333333333,0.0,"['BRA', 'COL']",3400.0,"[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']",2
571,shg,Africa,-20.5,24.5,0.0,BWA,2000.0,2291661.0,Point(23.7 -22.2),1
572,der,Eurasia,26.0,90.25,0.0,IND,32400.0,1326093247.0,Point(83.0 22.8),1
573,dga,Africa,10.5,-2.66666666667,0.0,"['GHA', 'BFA']",1100000.0,"[26908262.0, 19193382.0]","['Point(-0.5 8.0)', 'Point(-2.066667 12.266667)']",2
574,dag,Africa,9.58333333333,-0.5,0.0,GHA,3160000.0,26908262.0,Point(-0.5 8.0),1
575,gsg,Eurasia,52.0,11.0,0.0,"['DEU', 'LUX']",80600.0,"[83149300.0, 626108.0]","['Point(10.0 51.0)', 'Point(6.13 49.77)']",2
576,doo,Africa,3.0,30.0,0.0,COD,12900.0,86790567.0,Point(23.656 -2.88),1
577,dta,Eurasia,48.0,124.0,0.0,CHN,96085.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
578,ing,North America,62.0,-160.0,0.0,USA,40.0,331449281.0,Point(-98.5795 39.828175),1
579,dsh,Africa,4.66666666667,36.3333333333,0.0,"['KEN', 'ETH', 'SSD']",60500.0,"[48468138.0, 104957438.0, 12575714.0]","['Point(38.0 0.1)', 'Point(40.0 9.0)', 'Point(30.0 7.0)']",3
580,bjy,Australia,-22.75,150.5,1.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
581,div,Eurasia,4.16666666667,73.5,0.0,"['IND', 'MDV']",340500.0,"[1326093247.0, 436330.0]","['Point(83.0 22.8)', 'Point(73.51 4.18)']",2
582,dhl,Australia,-22.08,115.0,0.0,AUS,6.0,24511800.0,Point(137.0 -28.0),1
583,dhi,Eurasia,26.6666666667,87.75,0.0,NPL,20880.0,30327877.0,Point(84.0 28.0),1
584,dhr,Australia,-23.75,114.916666667,0.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
585,dhu,Australia,-35.6666666667,150.0,0.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
586,tbh,Australia,-34.5,150.5,0.0,AUS,0.0,24511800.0,Point(137.0 -28.0),1
587,did,Africa,4.5,33.5,0.0,SSD,100000.0,12575714.0,Point(30.0 7.0),1
588,dih,North America,32.6666666667,-116.166666667,0.0,"['USA', 'MEX']",440.0,"[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']",2
589,dih,North America,32.1666666667,-116.5,0.0,"['USA', 'MEX']",440.0,"[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']",2
590,mhu,Eurasia,28.4166666667,96.0,0.0,"['CHN', 'IND']",44950.0,"[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']",2
591,dim,Africa,6.16666666667,36.25,0.0,ETH,1100.0,104957438.0,Point(40.0 9.0),1
592,dip,Africa,8.5,28.0,0.0,SSD,923000.0,12575714.0,Point(30.0 7.0),1
593,dyo,Africa,13.0,-16.25,0.0,"['GMB', 'SEN']",457000.0,"[2100568.0, 15850567.0]","['Point(-15.5 13.5)', 'Point(-14.283333 14.366667)']",2
594,dif,Australia,-28.0,139.0,0.0,AUS,5.0,24511800.0,Point(137.0 -28.0),1
595,mdx,Africa,6.16666666667,36.5,0.0,ETH,35950.0,104957438.0,Point(40.0 9.0),1
596,dyy,Australia,-16.75,145.583333333,0.0,AUS,46.0,24511800.0,Point(137.0 -28.0),1
597,jig,Australia,-17.75,134.0,0.0,AUS,23.0,24511800.0,Point(137.0 -28.0),1
598,djr,Australia,-12.1666666667,135.5,0.0,AUS,2766.0,24511800.0,Point(137.0 -28.0),1
599,dji,Australia,-12.3333333333,134.833333333,0.0,AUS,130.0,24511800.0,Point(137.0 -28.0),1
600,ddj,Australia,-18.75,128.0,0.0,AUS,220.0,24511800.0,Point(137.0 -28.0),1
601,dma,Africa,-0.95,13.0,0.0,GAB,9840.0,2025137.0,Point(11.5 -0.683330555),1
602,dus,Eurasia,27.25,86.6666666667,0.0,NPL,3520.0,30327877.0,Point(84.0 28.0),1
603,dmk,Eurasia,36.1666666667,74.0,0.0,PAK,340.0,216565318.0,Point(71.0 30.0),1
604,dis,Eurasia,25.5,93.0,0.0,IND,137000.0,1326093247.0,Point(83.0 22.8),1
605,diz,Africa,-4.33333333333,19.5,0.0,COD,155000.0,86790567.0,Point(23.656 -2.88),1
606,dni,Papunesia,-4.33333333333,138.833333333,0.0,IDN,20000.0,270625568.0,Point(118.0 -2.0),1
607,daa,Africa,12.1666666667,18.3333333333,0.0,TCD,60000.0,15477751.0,Point(19.4 15.466667),1
608,kvo,Papunesia,-6.25,134.666666667,0.0,IDN,2000.0,270625568.0,Point(118.0 -2.0),1
609,ngc,Africa,3.0,23.0833333333,0.0,COD,150000.0,86790567.0,Point(23.656 -2.88),1
610,ngc,Africa,3.0,23.0,0.0,COD,150000.0,86790567.0,Point(23.656 -2.88),1
611,dlg,Eurasia,71.25,98.0,0.0,RUS,1054.0,146804372.0,Point(94.25 66.416666666),1
