,ISO,Name,Macroarea,Latitude_lang,Longitude_lang,Status_X_L,Status,num_speakers,cant_paises,Native_country,country_ISO,Latitude_country,Longitude_country,Coord_country_point,country_population,Family,Genus,WALS_ID,HDI,Nearest_languages
1099,kck,Kalanga,Africa,-20.5,27.5,0.0,5 Developing,338000,2,BW ZW,"['ZWE', 'BWA']","[-19.0, -22.2]","[30.0, 23.7]","['Point(30.0 -19.0)', 'Point(23.7 -22.2)']","[16529904.0, 2291661.0]",Niger-Congo,Bantoid,klz,"[0.535, 0.717]",56
1100,kay,Kamaiurá,South America,-12.0833333333,-52.5833333333,0.0,6a Vigorous,530,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Tupian,Tupi-Guaraní,kma,0.754,38
1101,kgj,Kham,Eurasia,28.5,82.75,0.0,6a Vigorous,10000,1,NP,NPL,[28.0],[84.0],Point(84.0 28.0),30327877.0,Sino-Tibetan,Mahakiranti,kmh,0.574,90
1102,kcu,Kami,Africa,-6.75,38.0,0.0,7 Shifting,16400,1,TZ,TZA,[-6.307],[34.854],Point(34.854 -6.307),57310019.0,Niger-Congo,Bantoid,kmi,0.538,66
1103,kdj,Karimojong,Africa,3.0,34.1666666667,0.0,5 Developing,691000,1,UG,UGA,[1.28],[32.39],Point(32.39 1.28),42862958.0,Eastern Sudanic,Nilotic,kmj,0.516,168
1104,kue,Kuman,Papunesia,-5.91666666667,145.0,0.0,3 Wider Communication,115000,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Chimbu,kmn,0.555,340
1105,kpx,Koiali (Mountain),Papunesia,-9.0,147.5,0.0,5 Developing,4000,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Koiarian,kmo,0.555,323
1106,kup,Kunimaipa,Papunesia,-8.0,146.833333333,0.0,5 Developing,8200,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Goilalan,kmp,0.555,331
1107,kgq,Kamoro,Papunesia,-4.33333333333,136.0,0.0,6a Vigorous,8000,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Trans-New Guinea,Asmat-Kamoro,kmr,0.694,326
1108,xas,Kamass,Eurasia,52.0,92.0,1.0,10 Extinct,0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Uralic,Samoyedic,kms,0.816,48
1109,kmt,Kemtuik,Papunesia,-2.66666666667,140.333333333,0.0,7 Shifting,2500,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Nimboran,Nimboran,kmt,0.694,358
1110,kjg,Khmu',Eurasia,21.0,102.0,0.0,5 Developing,480000,4,LA,"['CHN', 'LAO', 'THA', 'VNM']","[35.844722222, 18.2, 14.0, 16.0]","[103.451944444, 104.0, 101.0, 108.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(101.0 14.0)', 'Point(108.0 16.0)']","[1409517397.0, 1443497378.0, 6858160.0, 65931550.0, 94660000.0]",Austro-Asiatic,Khmuic,kmu,"[0.752, 0.601, 0.755, 0.694]",250
1111,xmu,Kamu,Australia,-13.5833333333,130.833333333,1.0,10 Extinct,0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Eastern Daly,Eastern Daly,kmw,0.939,166
1112,kms,Kamasau,Papunesia,-3.91666666667,143.666666667,0.0,6b Threatened,960,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Torricelli,Marienberg,kmz,0.555,338
1113,ktn,Karitiâna,South America,-9.5,-64.0,0.0,5 Developing,210,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Tupian,Arikem,kna,0.754,83
1114,khd,Kanum (Bädi),Papunesia,-8.83333333333,140.75,0.0,8b Nearly Extinct,5,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,knb,0.694,375
1115,uwa,Kugu Nganhcara,Australia,-14.4166666667,142.0,1.0,10 Extinct,0,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Northern Pama-Nyungan,knc,0.939,273
1116,kan,Kannada,Eurasia,14.0,76.0,0.0,2 Provincial,"[43506272.0, 44000000.0]",1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,Southern Dravidian,knd,0.64,66
1117,kgp,Kaingang,South America,-26.0,-52.0,0.0,6b Threatened,18500,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Macro-Ge,Ge-Kaingang,kng,0.754,23
1118,kma,Konni,Africa,10.25,-1.58333333333,0.0,5 Developing,3800,1,GH,GHA,[8.0],[-0.5],Point(-0.5 8.0),26908262.0,Niger-Congo,Northern-Central Gur,kni,0.592,112
1119,kna,Kanakuru,Africa,10.0,12.0,0.0,5 Developing,20000,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Afro-Asiatic,West Chadic,knk,0.532,242
1120,kun,Kunama,Africa,14.5,37.0,0.0,4 Educational,244570,1,ET ER,ERI,[15.483333],[38.25],Point(38.25 15.483333),3497000.0,,,knm,0.44,128
1121,kfk,Kinnauri,Eurasia,31.5,78.0,0.0,3 Wider Communication,98600,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Sino-Tibetan,Bodic,knn,0.64,93
1122,kxo,Kanoê,South America,-13.25,-61.0,0.0,8b Nearly Extinct,3,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Kapixana,Kapixana,kno,0.754,76
1123,kcd,Kanum (Ngkâlmpw),Papunesia,-8.66666666667,140.916666667,0.0,6a Vigorous,100,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,knp,0.694,378
1124,knc,Kanuri,Africa,12.0,13.0,0.0,3 Wider Communication,8425500,4,NG TD NE SD,"['TCD', 'CMR', 'NER', 'NGA']","[15.466667, 7.0, 17.0, 9.0]","[19.4, 12.0, 10.0, 8.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)', 'Point(10.0 17.0)', 'Point(8.0 9.0)']","[15477751.0, 24053727.0, 21477348.0, 190886311.0]",Saharan,Western Saharan,knr,"[0.404, 0.556, 0.354, 0.532]",804
1125,kyx,Konua,Papunesia,-5.83333333333,154.833333333,0.0,6a Vigorous,3500,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,West Bougainville,West Bougainville,knu,0.555,169
1126,mjd,Konkow,North America,39.5,-121.5,0.0,9 Dormant,0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Penutian,Maiduan,knw,0.92,103
1127,cku,Koasati,North America,34.8333333333,-85.1666666667,0.0,7 Shifting,370,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Muskogean,Muskogean,koa,0.92,40
1128,kpw,Kobon,Papunesia,-5.16666666667,144.333333333,0.0,4 Educational,10000,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Madang,kob,0.555,350
1129,kfa,Kodava,Eurasia,12.1666666667,76.8333333333,0.0,5 Developing,200000,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,Southern Dravidian,kod,0.64,60
1130,xwg,Koegu,Africa,7.0,36.0833333333,0.0,8a Moribund,5110,1,ET,ETH,[9.0],[40.0],Point(40.0 9.0),104957438.0,Eastern Sudanic,Surmic,koe,0.463,150
1131,bcs,Kohumono,Africa,6.0,8.11666666667,0.0,6a Vigorous,30000,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Niger-Congo,Cross River,koh,0.532,240
1132,kbk,Koiari,Papunesia,-9.5,147.333333333,0.0,6b Threatened,1700,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Koiarian,koi,0.555,338
1133,trp,Kokborok,Eurasia,24.3333333333,92.5,0.0,4 Educational,700000,2,IN,"['IND', 'BGD']","[22.8, 24.016667]","[83.0, 89.866667]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']","[1326093247.0, 165775000.0]",Sino-Tibetan,Bodo-Garo,kok,"[0.64, 0.632]",200
1134,xom,Komo,Africa,8.75,33.75,0.0,6a Vigorous,18530,3,ET SS,"['ETH', 'SSD', 'SDN']","[9.0, 7.0, 15.0]","[40.0, 30.0, 32.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)', 'Point(32.0 15.0)']","[104957438.0, 12575714.0, 40533330.0]",Koman,Koman,kom,"[0.463, 0.388, 0.502]",421
1135,kvv,Kola,Papunesia,-5.5,134.5,0.0,6a Vigorous,"[500.0, 2750.0]",1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Central Malayo-Polynesian,koo,0.694,303
1136,koi,Komi-Permyak,Eurasia,59.5,54.5,0.0,6b Threatened,63100,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Uralic,Permic,kop,0.816,12
1137,kor,Korean,Eurasia,37.5,128.0,0.0,1 National,73233270,3,KR KP,"['CHN', 'PRK', 'KOR']","[35.844722222, 40.0, 36.0]","[103.451944444, 127.0, 128.0]","['Point(103.451944444 35.844722222)', 'Point(127.0 40.0)', 'Point(128.0 36.0)']","[1409517397.0, 1443497378.0, 25490965.0, 51466201.0]",,,kor,"[0.752, 0.898]",203
1138,kos,Kosraean,Papunesia,5.3,163.0,0.0,2 Provincial,8000,1,FM,FSM,[6.916666666],[158.183333333],Point(158.183333333 6.916666666),105544.0,Austronesian,Oceanic,kos,0.627,26
1139,kfe,Kota,Eurasia,11.5,77.1666666667,0.0,6a Vigorous,930,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,Southern Dravidian,kot,0.64,56
1140,kfe,Kott,Eurasia,11.5,77.1666666667,0.0,6a Vigorous,930,1,RU,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Yeniseian,Yeniseian,ktt,0.64,56
1141,bkm,Kom,Africa,6.25,10.3333333333,0.0,3 Wider Communication,233000,1,CM,CMR,[7.0],[12.0],Point(12.0 7.0),24053727.0,Niger-Congo,Bantoid,kou,0.556,253
1142,kst,Ko (Winye),Africa,11.8666666667,-2.91666666667,0.0,6a Vigorous,20000,1,BF,BFA,[12.266667],[-2.066667],Point(-2.066667 12.266667),19193382.0,Niger-Congo,Southern-Central Gur,kow,0.423,94
1143,kff,Koya,Eurasia,17.5,81.3333333333,0.0,5 Developing,455000,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,South-Central Dravidian,koy,0.64,85
1144,kpk,Kpan,Africa,7.58333333333,10.1666666667,0.0,6a Vigorous,11400,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Niger-Congo,Platoid,kpa,0.532,252
1145,xpe,Kpelle,Africa,7.0,-10.0,0.0,5 Developing,867000,1,LR,LBR,[6.533333],[-9.75],Point(-9.75 6.533333),4731906.0,Mande,Western Mande,kpe,0.435,66
1146,pam,Kapampangan,Papunesia,15.3333333333,120.5,0.0,3 Wider Communication,2400000,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Central Luzon,kpm,0.699,96
1147,kpg,Kapingamarangi,Papunesia,1.05,154.75,0.0,4 Educational,3000,1,FM,FSM,[6.916666666],[158.183333333],Point(158.183333333 6.916666666),105544.0,Austronesian,Oceanic,kpn,0.627,156
1148,kpo,Kposo,Africa,7.5,0.833333333333,0.0,5 Developing,225500,2,TG,"['GHA', 'TGO']","[8.0, 8.25]","[-0.5, 1.183333]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)']","[26908262.0, 7797694.0]",Niger-Congo,Kwa,kpo,"[0.592, 0.503]",302
1149,kqq,Krenak,South America,-15.5,-41.0,0.0,8a Moribund,10,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Macro-Ge,Botocudo,kqq,0.754,14
1150,leu,Kara (in Papua New Guinea),Papunesia,-2.83333333333,151.116666667,0.0,5 Developing,5870,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,kra,0.555,294
1151,gil,Kiribati,Papunesia,1.33333333333,173.0,0.0,1 National,116280,1,KI,KIR,[1.466666666],[173.033333333],Point(173.033333333 1.466666666),119940.0,Austronesian,Oceanic,krb,0.612,15
1152,krc,Karachay-Balkar,Eurasia,43.5,42.0,0.0,5 Developing,"[305364.0, 310400.0]",1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Altaic,Turkic,krc,0.816,64
1153,ckb,Kurdish (Central),Eurasia,36.0,44.0,0.0,2 Provincial,7250000,2,IR IQ,"['IRN', 'IRQ']","[32.0, 33.0]","[53.0, 43.0]","['Point(53.0 32.0)', 'Point(43.0 33.0)']","[79966230.0, 38274618.0]",Indo-European,Iranian,krd,"[0.798, 0.685]",77
1154,krs,Kresh,Africa,8.5,24.5,0.0,5 Developing,48000,2,SS,"['SSD', 'SDN']","[7.0, 15.0]","[30.0, 32.0]","['Point(30.0 7.0)', 'Point(32.0 15.0)']","[12575714.0, 40533330.0]",Central Sudanic,Kresh,kre,"[0.388, 0.502]",302
1155,kpr,Korafe,Papunesia,-9.05,149.083333333,0.0,5 Developing,3630,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Binanderean,krf,0.555,314
1156,sna,Karanga,Africa,-20.0,31.0,0.0,3 Wider Communication,9023000,4,ZW,"['ZMB', 'ZWE', 'BWA', 'MOZ']","[-14.0, -19.0, -22.2, -19.0]","[28.0, 30.0, 23.7, 35.0]","['Point(28.0 -14.0)', 'Point(30.0 -19.0)', 'Point(23.7 -22.2)', 'Point(35.0 -19.0)']","[17094130.0, 16529904.0, 2291661.0, 29668834.0]",Niger-Congo,Bantoid,krg,"[0.588, 0.535, 0.717, 0.437]",118
1157,sna,Shona,Africa,-20.0,31.0,0.0,3 Wider Communication,9023000,4,ZW,"['ZMB', 'ZWE', 'BWA', 'MOZ']","[-14.0, -19.0, -22.2, -19.0]","[28.0, 30.0, 23.7, 35.0]","['Point(28.0 -14.0)', 'Point(30.0 -19.0)', 'Point(23.7 -22.2)', 'Point(35.0 -19.0)']","[17094130.0, 16529904.0, 2291661.0, 29668834.0]",Niger-Congo,Bantoid,shn,"[0.588, 0.535, 0.717, 0.437]",118
1158,xra,Krahô,South America,-8.0,-48.0,0.0,6a Vigorous,2180,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Macro-Ge,Ge-Kaingang,krh,0.754,23
1159,kzw,Kipea,South America,-10.0,-37.0,0.0,9 Dormant,0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Kariri,Kariri,kri,0.754,6
1160,gbd,Karadjeri,Australia,-19.0,122.0,0.0,8a Moribund,41,1,AU,AUS,[-28.0],[137.0],Point(137.0 -28.0),24511800.0,Pama-Nyungan,Western Pama-Nyungan,krj,0.939,80
1161,kyh,Karok,North America,41.6666666667,-123.0,0.0,8b Nearly Extinct,12,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,,,krk,0.92,107
1162,krl,Karelian,Eurasia,64.0,32.0,0.0,6b Threatened,35600,2,RU,"['FIN', 'RUS']","[65.0, 66.416666666]","[27.0, 94.25]","['Point(27.0 65.0)', 'Point(94.25 66.416666666)']","[5501043.0, 146804372.0]",Uralic,Finnic,krl,"[0.883, 0.816]",19
1163,kdr,Karaim,Eurasia,54.6666666667,24.9166666667,0.0,8a Moribund,80,2,UA LT,"['POL', 'LTU']","[52.0, 55.2, 45.0]","[19.0, 24.0, 34.0]","['Point(19.0 52.0)', 'Point(24.0 55.2)', 'Point(34.0 45.0)']","[38382576.0, 2790842.0, 2340921.0]",Altaic,Turkic,krm,"[0.843, 0.839]",218
1164,kqz,Korana,Africa,-29.5,20.5,0.0,9 Dormant,0,1,ZA,ZAF,[-29.0],[24.0],Point(24.0 -29.0),59622350.0,Khoe-Kwadi,Khoe-Kwadi,krn,0.699,22
1165,kgo,Krongo,Africa,10.5,30.0,0.0,5 Developing,49000,1,SD,SDN,[15.0],[32.0],Point(32.0 15.0),40533330.0,Kadu,Kadugli,kro,0.502,155
1166,krk,Kerek,Eurasia,62.25,175.0,0.0,9 Dormant,0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,krq,0.816,13
1167,kxa,Kairiru,Papunesia,-3.33333333333,143.583333333,0.0,6a Vigorous,2500,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,krr,0.555,335
1168,kpt,Karata,Eurasia,42.5833333333,46.3333333333,0.0,6b Threatened,6000,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Nakh-Daghestanian,Avar-Andic-Tsezic,krt,0.816,62
1169,khe,Korowai,Papunesia,-5.25,140.0,0.0,6a Vigorous,3500,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Trans-New Guinea,Awju-Dumut,krw,0.694,372
1170,kpy,Koryak,Eurasia,61.0,167.0,0.0,6b Threatened,3500,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,kry,0.816,19
1171,kry,Kryz,Eurasia,41.0833333333,48.0,0.0,6b Threatened,10000,1,AZ,AZE,[40.3],[47.7],Point(47.7 40.3),10127874.0,Nakh-Daghestanian,Lezgic,krz,0.751,60
1172,kee,Keresan (Santa Ana),North America,35.4166666667,-106.666666667,0.0,6b Threatened,6680,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Keresan,Keresan,ksa,0.92,61
1173,ses,Koyraboro Senni,Africa,16.0,0.0,0.0,5 Developing,430000,1,ML NE,MLI,[17.0],[-4.0],Point(-4.0 17.0),18541980.0,Songhay,Songhay,kse,0.427,101
1174,ksw,Karen (Sgaw),Eurasia,18.0,97.0,0.0,3 Wider Communication,4000000,2,MM,"['MMR', 'THA']","[22.0, 14.0]","[96.0, 101.0]","['Point(96.0 22.0)', 'Point(101.0 14.0)']","[53370609.0, 65931550.0]",Sino-Tibetan,Karen,ksg,"[0.578, 0.755]",161
1175,kju,Kashaya,North America,38.6666666667,-123.333333333,0.0,8a Moribund,45,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Hokan,Pomoan,ksh,0.92,95
1176,puo,Ksingmul,Eurasia,21.0833333333,104.0,0.0,6a Vigorous,33170,1,VN LA,VNM,[16.0],[108.0],Point(108.0 16.0),94660000.0,Austro-Asiatic,Khmuic,ksi,0.694,57
1177,xsm,Kasem,Africa,11.25,-1.25,0.0,5 Developing,232600,2,BF,"['GHA', 'BFA']","[8.0, 12.266667]","[-0.5, -2.066667]","['Point(-0.5 8.0)', 'Point(-2.066667 12.266667)']","[26908262.0, 19193382.0]",Niger-Congo,Southern-Central Gur,ksm,"[0.592, 0.423]",244
1178,syo,Kasong,Eurasia,12.75,102.116666667,0.0,8a Moribund,300,1,TH,KHM,[12.6],[105.0],Point(105.0 12.6),16005373.0,Austro-Asiatic,Pearic,ksn,0.582,78
1179,kia,Kosop,Africa,9.91666666667,15.9166666667,0.0,5 Developing,15400,1,TD,TCD,[15.466667],[19.4],Point(19.4 15.466667),15477751.0,Niger-Congo,Kim,ksp,0.404,243
1180,kje,Kisar,Papunesia,-8.08333333333,127.116666667,0.0,5 Developing,20000,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Central Malayo-Polynesian,ksr,0.694,180
1181,kss,Kisi (Southern),Africa,8.5,-10.25,0.0,5 Developing,318000,2,GN LR,"['LBR', 'SLE']","[6.533333, 8.5]","[-9.75, -12.1]","['Point(-9.75 6.533333)', 'Point(-12.1 8.5)']","[4731906.0, 7557212.0]",Niger-Congo,Mel,kss,"[0.435, 0.419]",132
1182,csb,Kashubian,Eurasia,54.0,18.0,0.0,8a Moribund,108000,3,PL,"['CAN', 'USA', 'POL']","[56.0, 39.828175, 52.0]","[-109.0, -98.5795, 19.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)', 'Point(19.0 52.0)']","[37894799.0, 331449281.0, 38382576.0]",Indo-European,Slavic,ksu,"[0.926, 0.92, 0.843]",204
1183,csb,Slovincian,Eurasia,54.0,18.0,0.0,8a Moribund,108000,3,PL,"['CAN', 'USA', 'POL']","[56.0, 39.828175, 52.0]","[-109.0, -98.5795, 19.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)', 'Point(19.0 52.0)']","[37894799.0, 331449281.0, 38382576.0]",Indo-European,Slavic,svc,"[0.926, 0.92, 0.843]",204
1184,kqi,Koita,Papunesia,-9.33333333333,147.083333333,0.0,6b Threatened,3000,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Koiarian,kta,0.555,339
1185,ktu,Kituba,Africa,-5.0,17.5,0.0,2 Provincial,5000000,2,CD,"['COG', 'COD']","[-0.75, -2.88]","[15.383330555, 23.656]","['Point(15.383330555 -0.75)', 'Point(23.656 -2.88)']","[5260750.0, 86790567.0]",other,Creoles and Pidgins,ktb,"[0.606, 0.457]",322
1186,kcv,Kete,Africa,-7.0,22.8333333333,0.0,6a Vigorous,8400,1,CD,COD,[-2.88],[23.656],Point(23.656 -2.88),86790567.0,Niger-Congo,Bantoid,kte,0.457,79
1187,gwi,Kutchin,North America,67.0,-146.0,0.0,7 Shifting,670,2,CA US,"['CAN', 'USA']","[56.0, 39.828175]","[-109.0, -98.5795]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']","[37894799.0, 331449281.0]",Na-Dene,Athapaskan,kth,"[0.926, 0.92]",82
1188,yon,"Kati (in West Papua, Indonesia)",Papunesia,-5.75,140.916666667,0.0,5 Developing,20000,2,ID,"['IDN', 'PNG']","[-2.0, -6.3]","[118.0, 147.0]","['Point(118.0 -2.0)', 'Point(147.0 -6.3)']","[270625568.0, 8935000.0]",Trans-New Guinea,Ok,kti,"[0.694, 0.555]",441
1189,aal,Kotoko,Africa,11.3333333333,15.3333333333,0.0,6b Threatened,5000,2,CF,"['NGA', 'CMR']","[9.0, 7.0]","[8.0, 12.0]","['Point(8.0 9.0)', 'Point(12.0 7.0)']","[190886311.0, 24053727.0]",Afro-Asiatic,Biu-Mandara,ktk,"[0.532, 0.556]",486
1190,kcr,Katla,Africa,11.8333333333,29.3333333333,0.0,6b Threatened,25000,1,SD,SDN,[15.0],[32.0],Point(32.0 15.0),40533330.0,Kordofanian,Katla-Tima,ktl,0.502,157
1191,xte,Ketengban,Papunesia,-4.5,140.5,0.0,5 Developing,9970,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Trans-New Guinea,Mek,ktn,0.694,361
1192,ktw,Kato,North America,39.6666666667,-123.666666667,0.0,9 Dormant,0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Na-Dene,Athapaskan,kto,0.92,99
1193,zlm,Ketapang,Eurasia,-1.86666666667,110.0,0.0,3 Wider Communication,19178180,3,ID,"['IDN', 'SGP', 'MYS']","[-2.0, 1.3, 3.0]","[118.0, 103.8, 108.0]","['Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)']","[270625568.0, 5888926.0, 31624264.0]",Austronesian,Malayo-Sumbawan,ktp,"[0.694, 0.932, 0.802]",229
1194,zlm,Malay (Kuala Lumpur),Eurasia,-1.86666666667,110.0,0.0,3 Wider Communication,19178180,3,MY,"['IDN', 'SGP', 'MYS']","[-2.0, 1.3, 3.0]","[118.0, 103.8, 108.0]","['Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)']","[270625568.0, 5888926.0, 31624264.0]",Austronesian,Malayo-Sumbawan,myk,"[0.694, 0.932, 0.802]",229
1195,kca,Khanty,Eurasia,65.0,65.0,0.0,6b Threatened,9584,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Uralic,Ugric,kty,0.816,5
1196,bsh,Kati (in Afghanistan),Eurasia,35.5,70.0,0.0,6a Vigorous,24200,2,PK AF,"['PAK', 'AFG']","[30.0, 34.0]","[71.0, 66.0]","['Point(71.0 30.0)', 'Point(66.0 34.0)']","[216565318.0, 36643815.0]",Indo-European,Nuristani,ktz,"[0.562, 0.498]",93
1197,cmn,Kunming,Eurasia,25.0,102.75,0.0,1 National,1074000000,7,CN,"['CHN', 'IDN', 'SGP', 'MYS', 'TWN', 'BRN', 'PHL']","[35.844722222, -2.0, 1.3, 3.0, 24.0, 4.4, 12.0]","[103.451944444, 118.0, 103.8, 108.0, 121.0, 114.566667, 123.0]","['Point(103.451944444 35.844722222)', 'Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)', 'Point(121.0 24.0)', 'Point(114.566667 4.4)', 'Point(123.0 12.0)']","[1409517397.0, 1443497378.0, 270625568.0, 5888926.0, 31624264.0, 23593794.0, 428697.0, 100981437.0]",Sino-Tibetan,Chinese,kug,"[0.752, 0.694, 0.932, 0.802, 0.911, 0.853, 0.699]",536
1198,cmn,Mandarin,Eurasia,25.0,102.75,0.0,1 National,1074000000,7,CN,"['CHN', 'IDN', 'SGP', 'MYS', 'TWN', 'BRN', 'PHL']","[35.844722222, -2.0, 1.3, 3.0, 24.0, 4.4, 12.0]","[103.451944444, 118.0, 103.8, 108.0, 121.0, 114.566667, 123.0]","['Point(103.451944444 35.844722222)', 'Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)', 'Point(121.0 24.0)', 'Point(114.566667 4.4)', 'Point(123.0 12.0)']","[1409517397.0, 1443497378.0, 270625568.0, 5888926.0, 31624264.0, 23593794.0, 428697.0, 100981437.0]",Sino-Tibetan,Chinese,mnd,"[0.752, 0.694, 0.932, 0.802, 0.911, 0.853, 0.699]",536
1199,gmo,Kullo,Africa,6.75,37.0833333333,,,2000000,1,ET,ETH,[9.0],[40.0],Point(40.0 9.0),104957438.0,Afro-Asiatic,North Omotic,kul,0.463,154
1200,kfy,Kumauni,Eurasia,30.0,80.0,0.0,5 Developing,2300000,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Indo-European,Indic,kum,0.64,96
1201,kvn,Kuna,South America,8.0,-77.3333333333,0.0,5 Developing,3500,2,CO PA,"['COL', 'PAN']","[4.0, 8.616667]","[-74.0, -80.366667]","['Point(-74.0 4.0)', 'Point(-80.366667 8.616667)']","[49065615.0, 4098587.0]",Chibchan,Kuna,kun,"[0.747, 0.78]",171
1202,kto,Kuot,Papunesia,-3.05,151.5,0.0,4 Educational,1500,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,,,kuo,0.555,271
1203,kum,Kumyk,Eurasia,43.0,47.3333333333,0.0,5 Developing,426212,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Altaic,Turkic,kuq,0.816,61
1204,kru,Kurukh,Eurasia,22.8333333333,85.5,0.0,5 Developing,2000000,2,IN,"['IND', 'BGD']","[22.8, 24.016667]","[83.0, 89.866667]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']","[1326093247.0, 165775000.0]",Dravidian,Northern Dravidian,kur,"[0.64, 0.632]",200
